Starting sequence Wed Mar 06 14:25:31 2024
_seqline	_dataname$	_alsbottle	_alsbottle2	_methpath$	_methfile$	_datapath$	Sdatafile$	_runtype$	_levelid$	_multiplr	_miscinfo$	_sampamt	_injvol	_injvol2	_expbarcode$	_expbarcode2$	_pretreatpath$	_pretreatfile$	_traypicked	_balanceoverride	_damethodpathname$	_damethodfilename$	_dareportpath$	_sampleinformation$	_istdamt	_keyword$	_keywordstring$	_matrixspikegroup$	_samplegroup$	_samplingdatetime	_samplingtime	_totalsampleamount	
22	IPA-PET	26	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	IPA-PET.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
23	IPA-ASA	27	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	IPA-ASA.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
24	IPA-PLA	28	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	IPA-PLA.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
25	IPA-End-Blank	21	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	IPA-End-Blank.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
26	TCM-Blank	31	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	TCM-Blank.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
27	TCM-SLA	32	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	TCM-SLA.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
28	TCM-PA	33	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	TCM-PA.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
29	TCM-PP	34	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	TCM-PP.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
30	TCM-End-Blank	31	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	TCM-End-Blank.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
31	ACE-Blank	41	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	ACE-Blank.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
32	ACE-SLA	42	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	ACE-SLA.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
33	ACE-PA	43	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	ACE-PA.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
34	ACE-PP	44	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	ACE-PP.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
35	ACE-PET	46	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	ACE-PET.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
36	ACE-End-Blank	41	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	ACE-End-Blank.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
37	EA-Blank	51	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	EA-Blank.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
38	EA-SLA	52	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	EA-SLA.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
39	EA-PA	53	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	EA-PA.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
40	EA-PP	54	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	EA-PP.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
41	EA-PET	56	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	EA-PET.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
42	EA-End-Blank	51	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	EA-End-Blank.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
43	TOL-Blank	61	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	TOL-Blank.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
44	TOL-SLA	62	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	TOL-SLA.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
45	TOL-PA	63	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	TOL-PA.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
46	TOL-PP	64	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	TOL-PP.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
47	TOL-PET	66	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	TOL-PET.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
48	TOL-End-Blank	61	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	TOL-End-Blank.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
49	END-MEOH	11	0	D:\MassHunter\GCMS\Adam\Methods\	Test.M	D:\MassHunter\GCMS\Adam\Data\20240304-Plastic_solvents\2-Day Exposure\	END-MEOH.D	Sample		1		0	0	0			D:\MassHunter\GCMS\1\PreTreat\			0					0						0	0	
